id_employe,nom,prenom,poste,departement,telephone,email,adresse,date_embauche,salaire_mensuel
420,fassi,rachid,analyste,conformit,652322663,rachidfassibanquema,65 rue tahiri tabriquet ttouan maroc,2023-01-30,21590.08
421,chakiri,karim,guichetier,finances,699802489,karimchakiribanquema,287 rue elidrissi oasis kenitra maroc,2024-05-30,5648.15
422,bennani,mehdi,conseiller,it,636575666,mehdibennanibanquema,144 rue amrani agdal agadir maroc,2011-06-04,6694.76
423,sekkat,hiba,charg de clientle,conformit,621532504,hibasekkatbanquema,5 rue bakkali belvdre rabat maroc,2011-02-15,10017.85
424,bakkali,siham,analyste,agence,651851655,sihambakkalibanquema,2 rue jebari sidi marouf kenitra maroc,2010-06-21,17060.53
425,rguig,mohamed,analyste,relations clients,616411095,mohamedrguigbanquema,141 rue naciri mabella ttouan maroc,2016-12-25,6602.27
426,hariri,zakaria,guichetier,agence,612923389,zakariahariribanquema,109 rue amrani ain sebaa kenitra maroc,2015-03-15,10829.58
427,naciri,houda,guichetier,relations clients,626796445,houdanaciribanquema,162 rue bensaid belvdre oujda maroc,2021-10-31,12531.18
428,bensaid,othmane,conseiller,risques,645933985,othmanebensaidbanquema,28 rue chouaib tabriquet agadir maroc,2020-11-20,9584.66
429,alaoui,bouchra,analyste,agence,680499581,bouchraalaouibanquema,298 rue bennis belvdre agadir maroc,2013-12-25,19710.98
430,maaroufi,mouna,directeur,agence,692526538,mounamaaroufibanquema,118 rue elalami agdal ttouan maroc,2015-06-24,8831.38
431,baroudi,ayoub,conseiller,risques,661715208,ayoubbaroudibanquema,3 rue zerouali agdal agadir maroc,2023-06-15,8363.57
432,chraibi,bouchra,gestionnaire,agence,696691736,bouchrachraibibanquema,34 rue lahlou hay riad tanger maroc,2022-07-30,13039.76
433,alaoui,ayoub,gestionnaire,it,613591964,ayoubalaouibanquema,19 rue amrani agdal marrakech maroc,2010-07-06,14557.21
434,bakkali,soukaina,guichetier,relations clients,653234102,soukainabakkalibanquema,49 rue zahiri tabriquet oujda maroc,2013-10-06,4973.75
435,alaoui,soukaina,gestionnaire,relations clients,649002742,soukainaalaouibanquema,144 rue chouaib maarif casablanca maroc,2022-01-16,16060.86
436,jebari,hiba,gestionnaire,finances,679635562,hibajebaribanquema,299 rue zerouali tabriquet oujda maroc,2020-02-26,17227.91
437,elmansouri,youssef,conseiller,agence,624297366,youssefelmansouribanquema,127 rue elalami maarif kenitra maroc,2012-04-27,27955.18
438,chouaib,reda,guichetier,conformit,675268280,redachouaibbanquema,37 rue chouaib tabriquet casablanca maroc,2010-05-10,16492.26
439,ouzzani,karim,analyste,it,614962333,karimouzzanibanquema,104 rue zerouali hay riad ttouan maroc,2015-01-09,6684.85
440,alaoui,youssef,conseiller,agence,666790757,youssefalaouibanquema,294 rue lahlou agdal kenitra maroc,2016-03-24,11228.83
441,elkhatib,saad,directeur,finances,621560307,saadelkhatibbanquema,147 rue jebari belvdre rabat maroc,2012-06-13,26079.41
442,rguig,bouchra,charg de clientle,it,699333082,bouchrarguigbanquema,119 rue maaroufi hay riad agadir maroc,2010-11-03,11878.99
443,ouzzani,nadia,conseiller,relations clients,686174856,nadiaouzzanibanquema,83 rue maaroufi mdina tanger maroc,2025-03-31,24180.03
444,elkhatib,ibrahim,conseiller,finances,610169422,ibrahimelkhatibbanquema,125 rue alaoui mdina marrakech maroc,2013-12-14,20046.91
445,naciri,ikram,directeur,risques,664253283,ikramnaciribanquema,197 rue baroudi gueliz ttouan maroc,2017-08-05,22702.86
446,lahlou,siham,analyste,risques,623927190,sihamlahloubanquema,234 rue maaroufi yacoub el mansour ttouan maroc,2011-01-30,28999.75
447,sekkat,karim,analyste,conformit,677990241,karimsekkatbanquema,80 rue boukhriss mabella oujda maroc,2018-12-03,22792.13
448,alaoui,nour,analyste,finances,680605522,nouralaouibanquema,179 rue sekkat sidi marouf temara maroc,2020-09-16,29213.47
449,maaroufi,malak,gestionnaire,relations clients,662079201,malakmaaroufibanquema,246 rue hariri sidi marouf fes maroc,2022-03-11,21258.32
450,boukhriss,khadija,analyste,it,626692385,khadijaboukhrissbanquema,296 rue touil belvdre marrakech maroc,2023-03-29,14153.44
451,alaoui,hassan,charg de clientle,agence,685056573,hassanalaouibanquema,188 rue moutawakil maarif oujda maroc,2015-02-21,16419.96
452,maaroufi,salma,analyste,risques,626298750,salmamaaroufibanquema,65 rue fassi sidi moumen kenitra maroc,2011-05-27,12814.03
453,elalami,ikram,directeur,relations clients,659794029,ikramelalamibanquema,97 rue alaoui sidi moumen temara maroc,2011-07-13,11858.75
454,touil,ikram,directeur,conformit,623639785,ikramtouilbanquema,230 rue elkhatib mabella temara maroc,2019-07-16,29406.69
455,baroudi,salma,gestionnaire,conformit,640974297,salmabaroudibanquema,3 rue sekkat yacoub el mansour tanger maroc,2015-05-29,10170.76
456,hariri,omar,analyste,relations clients,682612653,omarhariribanquema,51 rue tahiri mabella kenitra maroc,2020-12-20,28797.88
457,ouzzani,laila,conseiller,finances,697033089,lailaouzzanibanquema,65 rue bennis mdina tanger maroc,2020-09-27,4620.19
458,alaoui,imane,conseiller,agence,699497613,imanealaouibanquema,4 rue bennani maarif oujda maroc,2011-11-25,21347.78
459,tahiri,amina,analyste,agence,619905212,aminatahiribanquema,168 rue rguig sidi marouf rabat maroc,2014-01-26,25998.29
460,chouaib,nour,charg de clientle,it,693682955,nourchouaibbanquema,130 rue chraibi belvdre temara maroc,2021-06-06,6129.42
461,amrani,mehdi,charg de clientle,risques,628781308,mehdiamranibanquema,285 rue elmansouri maarif casablanca maroc,2016-01-13,17802.25
462,jebari,samira,analyste,relations clients,685253501,samirajebaribanquema,27 rue chraibi sidi moumen ttouan maroc,2025-04-14,7324.27
463,hariri,ibrahim,gestionnaire,agence,645218649,ibrahimhariribanquema,136 rue hariri maarif rabat maroc,2020-10-09,16838.55
464,fadili,reda,directeur,conformit,658694273,redafadilibanquema,212 rue sekkat tachfine marrakech maroc,2020-10-17,14893.76
465,bennis,omar,guichetier,agence,628282158,omarbennisbanquema,272 rue elidrissi agdal fes maroc,2013-04-08,14677.18
466,chraibi,khadija,conseiller,relations clients,648577797,khadijachraibibanquema,204 rue zerouali mabella temara maroc,2019-08-02,13994.57
467,baroudi,mehdi,conseiller,conformit,645137991,mehdibaroudibanquema,98 rue rguig gueliz casablanca maroc,2016-05-31,20322.58
468,bennis,mouna,gestionnaire,it,693976791,mounabennisbanquema,97 rue bakkali ain sebaa oujda maroc,2016-03-11,5719.06
469,sekkat,reda,guichetier,risques,642724726,redasekkatbanquema,8 rue zerouali belvdre oujda maroc,2023-03-27,24320.36
470,hariri,youssef,directeur,risques,634116894,youssefhariribanquema,117 rue hariri mabella ttouan maroc,2023-01-24,24498.24
471,elidrissi,laila,guichetier,relations clients,623649802,lailaelidrissibanquema,233 rue alaoui tabriquet oujda maroc,2014-06-13,27089.65
472,maaroufi,reda,guichetier,finances,632201737,redamaaroufibanquema,291 rue bakkali belvdre ttouan maroc,2016-08-30,8810.24
473,bennis,nadia,directeur,risques,679824914,nadiabennisbanquema,155 rue hariri belvdre agadir maroc,2021-12-22,24837.31
474,tahiri,abdelaziz,conseiller,finances,625588958,abdelaziztahiribanquema,260 rue fassi oasis temara maroc,2019-12-14,24362.0
475,maaroufi,mehdi,charg de clientle,it,691201698,mehdimaaroufibanquema,132 rue elkhatib oasis casablanca maroc,2016-02-05,4637.57
476,elidrissi,rim,gestionnaire,conformit,656670189,rimelidrissibanquema,171 rue bakkali agdal kenitra maroc,2012-10-18,21158.08
477,lahlou,amina,gestionnaire,relations clients,674623383,aminalahloubanquema,86 rue chraibi mabella oujda maroc,2011-01-30,28155.85
478,bennani,saad,conseiller,conformit,630393586,saadbennanibanquema,51 rue lahlou sidi moumen tanger maroc,2016-06-14,22973.12
479,elalami,mouna,charg de clientle,relations clients,633968273,mounaelalamibanquema,60 rue rguig gueliz kenitra maroc,2016-11-26,14277.01
480,elkhatib,ibrahim,conseiller,it,649856856,ibrahimelkhatibbanquema,166 rue elmansouri hay riad fes maroc,2011-07-05,24703.91
481,zahiri,malak,guichetier,conformit,672868537,malakzahiribanquema,291 rue bensaid mdina tanger maroc,2010-11-14,15839.7
482,alaoui,rayan,directeur,finances,687694485,rayanalaouibanquema,184 rue bensaid sidi moumen marrakech maroc,2011-04-25,5753.65
483,baroudi,laila,conseiller,agence,621453927,lailabaroudibanquema,232 rue boukhriss mabella agadir maroc,2017-03-28,16466.59
484,touil,ayoub,analyste,risques,680827507,ayoubtouilbanquema,112 rue lahlou maarif kenitra maroc,2018-08-03,28993.82
485,elalami,reda,gestionnaire,finances,658958314,redaelalamibanquema,53 rue zahiri agdal oujda maroc,2019-12-29,22987.37
486,zahiri,ibrahim,directeur,relations clients,615766156,ibrahimzahiribanquema,8 rue elidrissi maarif marrakech maroc,2020-02-18,28862.26
487,bennani,zakaria,charg de clientle,it,643923011,zakariabennanibanquema,86 rue baroudi sidi moumen fes maroc,2010-07-12,7622.2
488,chouaib,mehdi,charg de clientle,conformit,673310932,mehdichouaibbanquema,57 rue bennani tabriquet fes maroc,2021-04-06,17564.26
489,touil,khadija,directeur,finances,667278646,khadijatouilbanquema,226 rue maaroufi tachfine fes maroc,2010-08-19,18163.98
490,chakiri,imane,gestionnaire,relations clients,618597103,imanechakiribanquema,69 rue elkhatib yacoub el mansour casablanca maroc,2017-01-26,25968.8
491,elidrissi,soukaina,analyste,conformit,619308637,soukainaelidrissibanquema,241 rue boukhriss ain sebaa fes maroc,2020-01-09,22628.22
492,bensaid,malak,directeur,agence,663091156,malakbensaidbanquema,108 rue baroudi tabriquet oujda maroc,2017-08-05,8082.26
493,tahiri,salma,conseiller,finances,612615123,salmatahiribanquema,47 rue hariri mdina tanger maroc,2024-04-29,27010.05
494,bennani,zakaria,directeur,conformit,682177752,zakariabennanibanquema,156 rue lahlou sidi moumen rabat maroc,2019-08-15,7351.35
495,rguig,imane,analyste,agence,638159410,imanerguigbanquema,25 rue elkhatib mabella marrakech maroc,2011-04-22,29896.85
496,chakiri,omar,gestionnaire,risques,697804396,omarchakiribanquema,20 rue chakiri mdina marrakech maroc,2011-07-23,4073.33
497,fadili,nour,directeur,risques,695865113,nourfadilibanquema,73 rue fadili tachfine agadir maroc,2019-08-10,29889.88
498,bakkali,ibrahim,guichetier,it,686923860,ibrahimbakkalibanquema,223 rue chraibi agdal ttouan maroc,2016-11-19,4783.53
499,bennis,siham,analyste,relations clients,626638686,sihambennisbanquema,203 rue maaroufi mabella oujda maroc,2022-07-04,19917.62
500,zerouali,hiba,guichetier,agence,643383873,hibazeroualibanquema,157 rue elkhatib mabella kenitra maroc,2017-10-11,10610.22
