id_compte,id_client,numero_compte,type_compte,solde,statut,created_at,usage_compte,categorie_client,portee_compte,description_compte
328,328,ma840983545884017070159067,investissement,173495.53,suspendu,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
329,329,ma161545126032872727182514,courant,441772.34,suspendu,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
330,330,ma721355767299963039766171,courant,333176.69,ferme,1970-01-01,joint,entreprise,national,"Compte de type courant, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
331,331,ma784683168494858296475832,courant,499322.33,actif,1970-01-01,professionnel,particulier,national,"Compte de type courant, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
332,332,ma556885723742712999814939,salaire,330325.1,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
333,333,ma867914390875804237056968,salaire,72018.54,actif,1970-01-01,professionnel,entreprise,national,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut actif, porté à l'national."
334,334,ma564094566729731322627603,salaire,197229.98,actif,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
335,335,ma114633855759103882983090,epargne,97287.0,ferme,1970-01-01,professionnel,particulier,national,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
336,336,ma283340034152731115495881,investissement,273550.63,suspendu,1970-01-01,joint,premium,national,"Compte de type investissement, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
337,337,ma354618860237449289569247,courant,495513.7,actif,1970-01-01,professionnel,particulier,international,"Compte de type courant, utilisé à titre professionnel, client particulier, statut actif, porté à l'international."
338,338,ma420974037915879843101501,investissement,393516.73,actif,1970-01-01,joint,particulier,national,"Compte de type investissement, utilisé à titre joint, client particulier, statut actif, porté à l'national."
339,339,ma913149538719838429840609,investissement,57162.8,ferme,1970-01-01,joint,premium,national,"Compte de type investissement, utilisé à titre joint, client premium, statut ferme, porté à l'national."
340,340,ma980013303957651185311462,salaire,425304.39,suspendu,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
341,341,ma762395989970456581578401,salaire,315780.69,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
342,342,ma907250837692063243725126,salaire,403104.17,actif,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
343,343,ma126873492210698682903461,investissement,241723.81,suspendu,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
344,344,ma463373351113457783531830,investissement,486381.93,suspendu,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
345,345,ma815326958099598078451140,salaire,400846.82,suspendu,1970-01-01,personnel,premium,national,"Compte de type salaire, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
346,346,ma278893278672705571479516,epargne,422251.87,actif,1970-01-01,personnel,premium,national,"Compte de type epargne, utilisé à titre personnel, client premium, statut actif, porté à l'national."
347,347,ma400718013494188154852468,investissement,452592.07,actif,1970-01-01,joint,entreprise,national,"Compte de type investissement, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
348,348,ma711519568039137461640157,salaire,206351.88,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
349,349,ma500415478288688568774801,salaire,40610.54,actif,1970-01-01,professionnel,premium,international,"Compte de type salaire, utilisé à titre professionnel, client premium, statut actif, porté à l'international."
350,350,ma180181777765242434765956,salaire,463065.95,actif,1970-01-01,professionnel,premium,national,"Compte de type salaire, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
351,351,ma600758156270997724105493,investissement,489180.39,suspendu,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
352,352,ma242932205390077926713707,salaire,117879.38,suspendu,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
353,353,ma579153407610672908771529,epargne,202688.58,actif,1970-01-01,personnel,particulier,international,"Compte de type epargne, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
354,354,ma838132504275310788079792,epargne,168088.84,ferme,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut ferme, porté à l'national."
355,355,ma555590185535727535629073,courant,50374.88,actif,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut actif, porté à l'international."
356,356,ma110269992891410602484645,epargne,270208.21,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
357,357,ma283630843442081057716641,courant,1093.53,actif,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
358,358,ma452298380651986694309144,salaire,339385.93,ferme,1970-01-01,joint,premium,national,"Compte de type salaire, utilisé à titre joint, client premium, statut ferme, porté à l'national."
359,359,ma791506934952771548660945,courant,20262.89,suspendu,1970-01-01,professionnel,premium,national,"Compte de type courant, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
360,360,ma147077935021338657041229,courant,494092.92,ferme,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut ferme, porté à l'international."
361,361,ma305437506496740835404961,investissement,412104.25,suspendu,1970-01-01,professionnel,entreprise,international,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'international."
362,362,ma817343468167847649715240,salaire,307736.77,ferme,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
363,363,ma840762799066413157439060,salaire,69351.07,suspendu,1970-01-01,joint,entreprise,national,"Compte de type salaire, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
364,364,ma414311349448478569647854,epargne,321749.84,ferme,1970-01-01,professionnel,particulier,international,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
365,365,ma700129698054559476215099,epargne,344531.56,actif,1970-01-01,professionnel,entreprise,international,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut actif, porté à l'international."
366,366,ma509422757483534016147278,epargne,347469.64,suspendu,1970-01-01,joint,premium,international,"Compte de type epargne, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
367,367,ma715198023964998692711036,salaire,146861.95,ferme,1970-01-01,professionnel,particulier,international,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
368,368,ma605300612545961532333592,epargne,397139.04,suspendu,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut suspendu, porté à l'national."
369,369,ma354534199613765974996516,epargne,230670.32,ferme,1970-01-01,personnel,premium,international,"Compte de type epargne, utilisé à titre personnel, client premium, statut ferme, porté à l'international."
370,370,ma196052875188671352696836,courant,293862.16,actif,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut actif, porté à l'international."
371,371,ma280522163819512746241796,courant,141273.51,suspendu,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'international."
372,372,ma800299647313180409908327,epargne,359334.31,suspendu,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
373,373,ma981764551543937502848241,salaire,468721.23,actif,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut actif, porté à l'national."
374,374,ma893274064922691800227020,courant,182136.46,suspendu,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut suspendu, porté à l'international."
375,375,ma179862320801642271040950,courant,15738.19,suspendu,1970-01-01,personnel,premium,international,"Compte de type courant, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
376,376,ma895874876454750363308726,investissement,391873.21,suspendu,1970-01-01,professionnel,premium,national,"Compte de type investissement, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
377,377,ma895966350989317522269997,salaire,479034.65,ferme,1970-01-01,professionnel,particulier,national,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
378,378,ma322406856603268408018263,courant,434593.62,actif,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut actif, porté à l'international."
379,379,ma602659952025579717153365,courant,243472.76,suspendu,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut suspendu, porté à l'international."
380,380,ma719907262246832384598793,investissement,478533.45,actif,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
381,381,ma605167416334202580587367,courant,385441.43,ferme,1970-01-01,personnel,entreprise,international,"Compte de type courant, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
382,382,ma514622142172804696023998,salaire,168623.05,actif,1970-01-01,personnel,premium,national,"Compte de type salaire, utilisé à titre personnel, client premium, statut actif, porté à l'national."
383,383,ma343856753147644936870055,epargne,73945.53,ferme,1970-01-01,professionnel,particulier,national,"Compte de type epargne, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
384,384,ma990440159576992973213606,salaire,265458.01,ferme,1970-01-01,joint,premium,international,"Compte de type salaire, utilisé à titre joint, client premium, statut ferme, porté à l'international."
385,385,ma840426306207876252605212,epargne,217497.08,ferme,1970-01-01,personnel,premium,international,"Compte de type epargne, utilisé à titre personnel, client premium, statut ferme, porté à l'international."
386,386,ma649990401824861087276350,salaire,269419.19,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
387,387,ma502088928408973668073311,courant,203697.78,ferme,1970-01-01,joint,particulier,national,"Compte de type courant, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
388,388,ma175922958701515282308108,investissement,414784.91,suspendu,1970-01-01,joint,particulier,national,"Compte de type investissement, utilisé à titre joint, client particulier, statut suspendu, porté à l'national."
389,389,ma791376750786985649892826,epargne,461548.6,ferme,1970-01-01,joint,premium,international,"Compte de type epargne, utilisé à titre joint, client premium, statut ferme, porté à l'international."
390,390,ma420003957040097828794816,salaire,445762.02,actif,1970-01-01,professionnel,entreprise,national,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut actif, porté à l'national."
391,391,ma908082303921161015501002,salaire,197436.55,actif,1970-01-01,personnel,premium,national,"Compte de type salaire, utilisé à titre personnel, client premium, statut actif, porté à l'national."
392,392,ma149017227382199234249450,epargne,476006.69,suspendu,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
393,393,ma102718994370656662833798,investissement,23929.49,actif,1970-01-01,professionnel,entreprise,international,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut actif, porté à l'international."
394,394,ma430801832700674759557652,investissement,8220.88,ferme,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut ferme, porté à l'national."
395,395,ma873744378008206786222702,salaire,384461.99,ferme,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut ferme, porté à l'international."
396,396,ma745676872871596557495868,salaire,389848.42,actif,1970-01-01,professionnel,particulier,international,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut actif, porté à l'international."
397,397,ma570317989100340527892518,salaire,88659.5,ferme,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut ferme, porté à l'national."
398,398,ma928203730830515870370897,investissement,39884.46,ferme,1970-01-01,professionnel,particulier,national,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
399,399,ma680130668922472633427551,courant,49775.0,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
400,400,ma304339346928756444096274,salaire,335921.84,suspendu,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
401,401,ma615547868539537849303255,epargne,364594.44,suspendu,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
402,402,ma763320780386541430469634,courant,38159.07,actif,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
403,403,ma246805415665131537815702,investissement,255414.26,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type investissement, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
404,404,ma436443051468782718546177,courant,178161.72,actif,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
405,405,ma568919488332427709772421,epargne,272674.96,suspendu,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
406,406,ma176701416553096748721508,epargne,72949.18,actif,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
407,407,ma933604956063706609318271,epargne,239371.24,ferme,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut ferme, porté à l'national."
408,408,ma511252261891305207248277,investissement,396343.02,suspendu,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
409,409,ma719475004335199178950137,investissement,106219.37,actif,1970-01-01,joint,entreprise,international,"Compte de type investissement, utilisé à titre joint, client entreprise, statut actif, porté à l'international."
410,410,ma684423058599967585126085,courant,488069.83,ferme,1970-01-01,joint,premium,national,"Compte de type courant, utilisé à titre joint, client premium, statut ferme, porté à l'national."
411,411,ma894295300339679315647945,investissement,278751.01,suspendu,1970-01-01,joint,particulier,national,"Compte de type investissement, utilisé à titre joint, client particulier, statut suspendu, porté à l'national."
412,412,ma876761443255000032902755,salaire,99596.58,actif,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
413,413,ma327382922156682140199532,courant,285491.1,actif,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
414,414,ma509492791661484492889170,investissement,374878.85,actif,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut actif, porté à l'national."
415,415,ma262093112304348617422211,courant,297344.51,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
416,416,ma816750389916946862753581,epargne,236741.23,ferme,1970-01-01,professionnel,premium,international,"Compte de type epargne, utilisé à titre professionnel, client premium, statut ferme, porté à l'international."
417,417,ma977558684382880069762932,salaire,59920.53,actif,1970-01-01,professionnel,entreprise,international,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut actif, porté à l'international."
418,418,ma871402904143634802729210,salaire,123056.49,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
419,419,ma454757186964934301933732,courant,429335.52,actif,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut actif, porté à l'international."
420,420,ma903711730354437272993139,epargne,347968.59,suspendu,1970-01-01,personnel,premium,national,"Compte de type epargne, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
421,421,ma439293786777718501727456,salaire,424876.01,actif,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
422,422,ma539798619987507463460649,courant,249168.61,ferme,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut ferme, porté à l'international."
423,423,ma127474707368833848509229,courant,490627.87,suspendu,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut suspendu, porté à l'national."
424,424,ma212519822503771078753610,epargne,465708.59,ferme,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
425,425,ma221044796559485013055419,salaire,56731.42,suspendu,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut suspendu, porté à l'international."
426,426,ma484805238626976215568760,courant,91350.35,actif,1970-01-01,joint,particulier,national,"Compte de type courant, utilisé à titre joint, client particulier, statut actif, porté à l'national."
427,427,ma195310644134693416265781,epargne,24586.9,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
428,428,ma765166729038069611783386,courant,405797.97,ferme,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut ferme, porté à l'national."
429,429,ma459297307437995149979991,salaire,50262.84,suspendu,1970-01-01,joint,entreprise,national,"Compte de type salaire, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
430,430,ma149251529928960736943076,salaire,459423.21,suspendu,1970-01-01,joint,entreprise,international,"Compte de type salaire, utilisé à titre joint, client entreprise, statut suspendu, porté à l'international."
431,431,ma502889026636894159288172,salaire,370560.11,actif,1970-01-01,professionnel,premium,international,"Compte de type salaire, utilisé à titre professionnel, client premium, statut actif, porté à l'international."
432,432,ma104843899245472882596271,courant,445706.62,actif,1970-01-01,joint,premium,national,"Compte de type courant, utilisé à titre joint, client premium, statut actif, porté à l'national."
433,433,ma536575577898429624287626,investissement,271005.11,suspendu,1970-01-01,personnel,particulier,international,"Compte de type investissement, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
434,434,ma503856080802590155153448,epargne,92605.35,ferme,1970-01-01,professionnel,premium,national,"Compte de type epargne, utilisé à titre professionnel, client premium, statut ferme, porté à l'national."
435,435,ma225582974558846224230575,courant,235184.32,ferme,1970-01-01,joint,particulier,international,"Compte de type courant, utilisé à titre joint, client particulier, statut ferme, porté à l'international."
436,436,ma304742748964996170519149,epargne,494823.94,actif,1970-01-01,personnel,entreprise,national,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
437,437,ma761970498925271546283523,epargne,29732.86,actif,1970-01-01,professionnel,premium,international,"Compte de type epargne, utilisé à titre professionnel, client premium, statut actif, porté à l'international."
438,438,ma569592618947241672866109,epargne,412521.44,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
439,439,ma589025698034486347952247,investissement,455377.58,suspendu,1970-01-01,professionnel,particulier,international,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut suspendu, porté à l'international."
440,440,ma845160820662631765691115,courant,353466.84,suspendu,1970-01-01,professionnel,premium,national,"Compte de type courant, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
441,441,ma701651722965116148872240,courant,488909.03,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
442,442,ma254983849196752941903218,epargne,407232.39,ferme,1970-01-01,professionnel,entreprise,national,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'national."
443,443,ma911231858603329311921136,epargne,66267.66,actif,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut actif, porté à l'national."
444,444,ma402231420684567211236098,courant,365639.68,ferme,1970-01-01,personnel,entreprise,national,"Compte de type courant, utilisé à titre personnel, client entreprise, statut ferme, porté à l'national."
445,445,ma103404799942569489612287,epargne,358632.39,ferme,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut ferme, porté à l'national."
446,446,ma229300854282024691025204,salaire,103206.41,actif,1970-01-01,joint,premium,international,"Compte de type salaire, utilisé à titre joint, client premium, statut actif, porté à l'international."
447,447,ma883335901584911191046626,courant,434407.13,suspendu,1970-01-01,personnel,premium,national,"Compte de type courant, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
448,448,ma557855771861051784367720,salaire,221733.72,actif,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut actif, porté à l'national."
449,449,ma276399481466666714786184,epargne,194636.06,actif,1970-01-01,joint,particulier,international,"Compte de type epargne, utilisé à titre joint, client particulier, statut actif, porté à l'international."
450,450,ma393499915556910891217794,investissement,244482.31,suspendu,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
451,451,ma404778008248275783436005,courant,216675.03,actif,1970-01-01,professionnel,premium,international,"Compte de type courant, utilisé à titre professionnel, client premium, statut actif, porté à l'international."
452,452,ma449464791028129598569430,epargne,206731.5,suspendu,1970-01-01,personnel,entreprise,international,"Compte de type epargne, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'international."
453,453,ma437691325672385996441197,epargne,213104.84,actif,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
454,454,ma809001812953721805692265,investissement,173954.1,ferme,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut ferme, porté à l'national."
455,455,ma342896568135228383347100,salaire,419742.01,suspendu,1970-01-01,personnel,premium,national,"Compte de type salaire, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
456,456,ma680706463373465622091783,epargne,219092.74,actif,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut actif, porté à l'national."
457,457,ma383411736255681303652958,investissement,192321.6,ferme,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut ferme, porté à l'international."
458,458,ma423594810443633598827456,salaire,261038.01,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
459,459,ma588059276661977745351823,courant,31530.74,actif,1970-01-01,professionnel,particulier,national,"Compte de type courant, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
460,460,ma441908534146841809320143,salaire,404864.59,ferme,1970-01-01,professionnel,particulier,national,"Compte de type salaire, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
461,461,ma700877370401544266424673,courant,74590.7,actif,1970-01-01,joint,premium,international,"Compte de type courant, utilisé à titre joint, client premium, statut actif, porté à l'international."
462,462,ma933733221351282766181668,investissement,283997.13,actif,1970-01-01,personnel,particulier,national,"Compte de type investissement, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
463,463,ma326511138434453092963304,courant,366322.84,ferme,1970-01-01,personnel,premium,national,"Compte de type courant, utilisé à titre personnel, client premium, statut ferme, porté à l'national."
464,464,ma403641244528118132122249,salaire,293116.87,ferme,1970-01-01,professionnel,entreprise,national,"Compte de type salaire, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'national."
465,465,ma783296944285052037852031,salaire,48090.16,suspendu,1970-01-01,personnel,particulier,international,"Compte de type salaire, utilisé à titre personnel, client particulier, statut suspendu, porté à l'international."
466,466,ma155364668900793996327121,salaire,178472.48,actif,1970-01-01,joint,particulier,national,"Compte de type salaire, utilisé à titre joint, client particulier, statut actif, porté à l'national."
467,467,ma696186472400973032652917,epargne,215440.05,ferme,1970-01-01,professionnel,entreprise,national,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'national."
468,468,ma192209550140305166358712,courant,282601.22,actif,1970-01-01,personnel,particulier,national,"Compte de type courant, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
469,469,ma664658616928962067792297,investissement,267513.61,ferme,1970-01-01,professionnel,particulier,national,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut ferme, porté à l'national."
470,470,ma923224740692948294184045,investissement,359229.56,actif,1970-01-01,joint,particulier,national,"Compte de type investissement, utilisé à titre joint, client particulier, statut actif, porté à l'national."
471,471,ma364105992352363390643221,salaire,48473.25,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
472,472,ma810253478190045772816610,investissement,60182.72,suspendu,1970-01-01,personnel,premium,national,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'national."
473,473,ma352773762135619596223104,courant,170440.1,actif,1970-01-01,personnel,premium,international,"Compte de type courant, utilisé à titre personnel, client premium, statut actif, porté à l'international."
474,474,ma213043838771414116940069,salaire,395560.22,ferme,1970-01-01,personnel,entreprise,international,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut ferme, porté à l'international."
475,475,ma153389326888471899081671,investissement,344513.9,ferme,1970-01-01,professionnel,particulier,international,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut ferme, porté à l'international."
476,476,ma107687287023955916125735,investissement,408541.86,actif,1970-01-01,professionnel,particulier,national,"Compte de type investissement, utilisé à titre professionnel, client particulier, statut actif, porté à l'national."
477,477,ma207232769700554747913591,epargne,462409.29,suspendu,1970-01-01,professionnel,premium,national,"Compte de type epargne, utilisé à titre professionnel, client premium, statut suspendu, porté à l'national."
478,478,ma941861938001709023762129,salaire,467330.68,suspendu,1970-01-01,personnel,entreprise,national,"Compte de type salaire, utilisé à titre personnel, client entreprise, statut suspendu, porté à l'national."
479,479,ma298628931250458861293761,courant,369463.4,ferme,1970-01-01,professionnel,entreprise,national,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'national."
480,480,ma906713405879681294218565,salaire,96312.69,actif,1970-01-01,joint,premium,national,"Compte de type salaire, utilisé à titre joint, client premium, statut actif, porté à l'national."
481,481,ma154652859958976228741130,epargne,97968.24,actif,1970-01-01,joint,particulier,national,"Compte de type epargne, utilisé à titre joint, client particulier, statut actif, porté à l'national."
482,482,ma456633349734912176478040,investissement,30684.52,suspendu,1970-01-01,personnel,premium,international,"Compte de type investissement, utilisé à titre personnel, client premium, statut suspendu, porté à l'international."
483,483,ma262619461018149999252057,courant,58982.22,ferme,1970-01-01,professionnel,entreprise,international,"Compte de type courant, utilisé à titre professionnel, client entreprise, statut ferme, porté à l'international."
484,484,ma858149498044126748479717,salaire,417381.46,suspendu,1970-01-01,joint,premium,national,"Compte de type salaire, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
485,485,ma176492890760911465737217,epargne,236891.34,actif,1970-01-01,personnel,particulier,national,"Compte de type epargne, utilisé à titre personnel, client particulier, statut actif, porté à l'national."
486,486,ma142471313820906594188788,epargne,342235.6,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
487,487,ma188511384812660811115364,epargne,207555.67,suspendu,1970-01-01,joint,premium,national,"Compte de type epargne, utilisé à titre joint, client premium, statut suspendu, porté à l'national."
488,488,ma962796023233784784314312,salaire,443199.78,actif,1970-01-01,professionnel,premium,national,"Compte de type salaire, utilisé à titre professionnel, client premium, statut actif, porté à l'national."
489,489,ma818445290113686940852792,epargne,476811.37,suspendu,1970-01-01,professionnel,entreprise,national,"Compte de type epargne, utilisé à titre professionnel, client entreprise, statut suspendu, porté à l'national."
490,490,ma437509839771869551692566,salaire,130151.32,actif,1970-01-01,joint,particulier,international,"Compte de type salaire, utilisé à titre joint, client particulier, statut actif, porté à l'international."
491,491,ma124217542761356614520633,epargne,202937.79,suspendu,1970-01-01,joint,entreprise,national,"Compte de type epargne, utilisé à titre joint, client entreprise, statut suspendu, porté à l'national."
492,492,ma661989935472877691624842,courant,437368.64,actif,1970-01-01,personnel,particulier,international,"Compte de type courant, utilisé à titre personnel, client particulier, statut actif, porté à l'international."
