id_client,nom,prenom,cin,telephone,email,adresse,date_naissance,created_at
427,elalami,hassan,cd819656,781757508,hassanelalamihotmailfr,293 rue zerouali mabella ttouan maroc,2004-11-09,1970-01-01
428,baroudi,anass,cd408054,523100061,anassbaroudihotmailfr,154 rue sekkat ain sebaa tanger maroc,2006-03-04,1970-01-01
429,bensaid,omar,cd786224,521985619,omarbensaidinwima,287 rue chraibi mabella agadir maroc,1967-05-04,1970-01-01
430,maaroufi,houda,no373216,788593968,houdamaaroufiinwima,158 rue rguig mabella marrakech maroc,2004-07-26,1970-01-01
431,jebari,reda,lm595158,536111227,redajebarigmailcom,28 rue sekkat yacoub el mansour rabat maroc,1973-02-13,1970-01-01
432,elmansouri,siham,ab310026,655992373,sihamelmansourihotmailfr,153 rue rguig ain sebaa oujda maroc,1994-12-01,1970-01-01
433,rguig,rayan,lm611265,654644768,rayanrguiggmailcom,162 rue sekkat gueliz kenitra maroc,1961-02-22,1970-01-01
434,baroudi,imane,gh898169,732629881,imanebaroudihotmailfr,30 rue elkhatib tachfine tanger maroc,1974-06-19,1970-01-01
435,ouzzani,saad,ik522988,767582820,saadouzzaniiamnetma,46 rue chakiri tabriquet kenitra maroc,1978-11-11,1970-01-01
436,bensaid,samira,lm437864,781274148,samirabensaidgmailcom,274 rue touil maarif casablanca maroc,1974-11-15,1970-01-01
437,touil,fatima,lm235193,723785264,fatimatouilinwima,128 rue maaroufi tachfine casablanca maroc,2002-06-26,1970-01-01
438,elalami,zakaria,no404955,671193393,zakariaelalamiinwima,86 rue amrani belvdre ttouan maroc,1962-12-02,1970-01-01
439,tahiri,ilham,lm613989,658217837,ilhamtahiriinwima,173 rue rguig ain sebaa ttouan maroc,1957-05-27,1970-01-01
440,chraibi,nour,cd321449,612941149,nourchraibihotmailfr,207 rue elkhatib bourgogne fes maroc,1991-12-17,1970-01-01
441,ouzzani,zakaria,lm771425,644331441,zakariaouzzaniiamnetma,188 rue lahlou agdal fes maroc,2001-10-06,1970-01-01
442,chraibi,adil,ab150578,525541047,adilchraibigmailcom,25 rue hariri maarif ttouan maroc,1997-09-17,1970-01-01
443,rguig,bouchra,gh315477,594598956,bouchrarguighotmailfr,281 rue boukhriss agdal oujda maroc,1961-04-14,1970-01-01
444,elkhatib,karim,ik539170,724081350,karimelkhatibhotmailfr,52 rue hariri tachfine oujda maroc,1993-05-15,1970-01-01
445,elmansouri,malak,ab738584,736809908,malakelmansourihotmailfr,59 rue naciri belvdre rabat maroc,1986-03-31,1970-01-01
446,chraibi,zineb,gh141319,783569939,zinebchraibihotmailfr,184 rue lahlou hay riad temara maroc,1984-04-11,1970-01-01
447,bensaid,ibrahim,ab215795,587061479,ibrahimbensaidgmailcom,121 rue elkhatib mdina kenitra maroc,1966-11-07,1970-01-01
448,hariri,rim,lm368322,596481420,rimharirigmailcom,262 rue amrani agdal fes maroc,1971-06-27,1970-01-01
449,maaroufi,reda,ab993647,648999266,redamaaroufigmailcom,238 rue bennani belvdre agadir maroc,1962-01-25,1970-01-01
450,moutawakil,salma,no993385,628574987,salmamoutawakilgmailcom,60 rue fassi mabella oujda maroc,1981-07-28,1970-01-01
451,hariri,saad,ef490722,555999465,saadharirigmailcom,225 rue bennis mdina tanger maroc,1959-05-07,1970-01-01
452,zahiri,siham,no938754,766604960,sihamzahiriiamnetma,234 rue boukhriss oasis oujda maroc,1997-02-19,1970-01-01
453,baroudi,saad,cd719446,674783521,saadbaroudiiamnetma,31 rue sekkat gueliz rabat maroc,1964-08-18,1970-01-01
454,naciri,rayan,ef817712,527536261,rayannacirigmailcom,195 rue chraibi gueliz kenitra maroc,1992-08-09,1970-01-01
455,bensaid,rim,ab786789,652176303,rimbensaidinwima,211 rue chouaib bourgogne rabat maroc,1960-02-07,1970-01-01
456,elkhatib,ilham,lm553873,798813650,ilhamelkhatibgmailcom,290 rue maaroufi mabella ttouan maroc,1962-05-14,1970-01-01
457,tahiri,mouna,no112210,596355513,mounatahirigmailcom,198 rue chakiri mdina kenitra maroc,2006-04-29,1970-01-01
458,alaoui,saad,gh887931,675987872,saadalaouigmailcom,241 rue sekkat sidi marouf temara maroc,1995-07-26,1970-01-01
459,bakkali,mouna,cd522866,541541166,mounabakkaliiamnetma,26 rue elmansouri belvdre tanger maroc,2007-02-02,1970-01-01
460,amrani,reda,ab431414,725932563,redaamraniiamnetma,294 rue chouaib tabriquet kenitra maroc,1980-03-10,1970-01-01
461,bensaid,fatima,ik966028,522199793,fatimabensaidgmailcom,212 rue bennani oasis rabat maroc,1984-06-06,1970-01-01
462,naciri,othmane,ik786393,571231190,othmanenacirihotmailfr,156 rue fadili tachfine ttouan maroc,1994-05-09,1970-01-01
463,bakkali,abdelhak,gh851470,798203489,abdelhakbakkaliiamnetma,115 rue sekkat sidi marouf casablanca maroc,1975-02-01,1970-01-01
464,moutawakil,bouchra,ef674295,780059652,bouchramoutawakilinwima,114 rue elkhatib agdal rabat maroc,1996-07-25,1970-01-01
465,moutawakil,rachid,cd212157,544130133,rachidmoutawakiliamnetma,85 rue bensaid bourgogne casablanca maroc,1995-10-16,1970-01-01
466,bennis,nour,gh213000,665629268,nourbennisinwima,202 rue touil agdal marrakech maroc,2006-03-17,1970-01-01
467,bennani,ikram,lm623059,510582186,ikrambennanihotmailfr,231 rue chouaib tabriquet rabat maroc,1996-11-14,1970-01-01
468,elmansouri,amina,ik825423,787652255,aminaelmansourihotmailfr,222 rue zerouali bourgogne temara maroc,1972-04-24,1970-01-01
469,zahiri,omar,gh386886,763401206,omarzahirihotmailfr,165 rue elmansouri oasis rabat maroc,1964-12-28,1970-01-01
470,bakkali,soukaina,gh984027,583525272,soukainabakkaliinwima,69 rue chakiri tabriquet kenitra maroc,1966-02-18,1970-01-01
471,sekkat,salma,cd819964,556344519,salmasekkatinwima,112 rue touil tachfine temara maroc,1959-05-31,1970-01-01
472,alaoui,omar,lm897730,757276557,omaralaouigmailcom,278 rue lahlou ain sebaa fes maroc,1954-06-27,1970-01-01
473,elidrissi,anass,lm988459,566691738,anasselidrissiinwima,214 rue hariri sidi moumen ttouan maroc,1984-12-17,1970-01-01
474,naciri,mohamed,cd309612,645833216,mohamednacirigmailcom,13 rue elalami agdal temara maroc,1974-02-15,1970-01-01
475,chraibi,saad,no313910,682634888,saadchraibiinwima,129 rue chakiri tachfine agadir maroc,1970-01-21,1970-01-01
476,bennani,houda,cd349136,578574830,houdabennaniiamnetma,288 rue sekkat agdal kenitra maroc,2002-05-31,1970-01-01
477,naciri,soukaina,gh678944,517221208,soukainanaciriinwima,196 rue elalami bourgogne casablanca maroc,2002-02-21,1970-01-01
478,elkhatib,zineb,cd891787,588971743,zinebelkhatibinwima,227 rue zerouali sidi moumen marrakech maroc,1959-02-24,1970-01-01
479,elidrissi,othmane,gh296059,633326387,othmaneelidrissigmailcom,100 rue jebari tabriquet marrakech maroc,1972-04-22,1970-01-01
480,tahiri,zakaria,ef236384,531599504,zakariatahiriinwima,21 rue rguig oasis rabat maroc,1983-03-27,1970-01-01
481,ouzzani,zineb,cd438302,690111922,zinebouzzanihotmailfr,239 rue lahlou mdina casablanca maroc,1991-05-13,1970-01-01
482,bennani,malak,ef650916,639522801,malakbennaniinwima,294 rue elidrissi yacoub el mansour agadir maroc,1998-05-18,1970-01-01
483,zahiri,ilham,gh196411,556896070,ilhamzahiriiamnetma,259 rue zahiri tabriquet rabat maroc,1972-05-19,1970-01-01
484,maaroufi,ibrahim,cd688602,597147586,ibrahimmaaroufiiamnetma,185 rue jebari mdina tanger maroc,1959-03-01,1970-01-01
485,elkhatib,siham,lm141814,553075436,sihamelkhatibhotmailfr,124 rue fadili yacoub el mansour tanger maroc,1965-08-06,1970-01-01
486,elalami,siham,ef639292,678281335,sihamelalamiinwima,277 rue tahiri belvdre oujda maroc,1994-10-18,1970-01-01
487,chouaib,rim,ik275526,682205759,rimchouaibgmailcom,99 rue bakkali belvdre casablanca maroc,1973-12-11,1970-01-01
488,elidrissi,mohamed,lm315565,782176148,mohamedelidrissigmailcom,110 rue sekkat hay riad rabat maroc,1962-10-07,1970-01-01
489,zerouali,abdelaziz,gh139726,521746856,abdelazizzeroualiinwima,79 rue elkhatib mabella rabat maroc,2001-03-03,1970-01-01
490,amrani,amina,ab371212,564711545,aminaamranihotmailfr,129 rue elidrissi tabriquet fes maroc,2001-12-02,1970-01-01
491,elalami,bouchra,gh660814,510791740,bouchraelalamigmailcom,162 rue elkhatib oasis oujda maroc,1972-10-30,1970-01-01
492,baroudi,malak,lm627262,624245271,malakbaroudiinwima,300 rue bennani tabriquet rabat maroc,1991-01-19,1970-01-01
493,jebari,karim,gh962057,798680762,karimjebariiamnetma,145 rue chraibi agdal ttouan maroc,1984-02-04,1970-01-01
494,elkhatib,anass,lm764845,729337491,anasselkhatibinwima,113 rue chakiri ain sebaa fes maroc,1995-01-01,1970-01-01
495,jebari,abdelhak,ab700538,690081663,abdelhakjebarigmailcom,285 rue chakiri ain sebaa casablanca maroc,1983-09-15,1970-01-01
496,elalami,adil,lm322022,565385548,adilelalamiinwima,157 rue touil agdal temara maroc,1995-05-22,1970-01-01
497,fadili,zakaria,ik220190,734341456,zakariafadilihotmailfr,95 rue maaroufi gueliz fes maroc,1956-01-24,1970-01-01
498,hariri,rayan,lm404771,519041276,rayanharirigmailcom,282 rue chouaib sidi marouf casablanca maroc,1969-11-18,1970-01-01
499,boukhriss,rachid,ef803904,797976094,rachidboukhrisshotmailfr,298 rue bensaid mabella marrakech maroc,1994-04-05,1970-01-01
500,maaroufi,rachid,cd572536,754069864,rachidmaaroufiiamnetma,36 rue fadili sidi moumen agadir maroc,2006-05-07,1970-01-01
